<<<<<<< HEAD
41
89544;0;0.00;0.00;
69600;0;0.00;0.00;
44517;0;0.00;0.00;
96234;0;0.00;0.00;
61042;0;0.00;0.00;
40847;0;0.00;0.00;
41111;0;0.00;0.00;
50502;0;0.00;0.00;
37721;0;0.00;0.00;
69318;0;0.00;0.00;
87558;0;0.00;0.00;
59574;0;0.00;0.00;
50310;0;0.00;0.00;
93919;0;0.00;0.00;
70856;0;0.00;0.00;
34473;0;0.00;0.00;
45929;0;0.00;0.00;
96514;0;0.00;0.00;
80621;0;0.00;0.00;
67171;0;0.00;0.00;
79320;0;0.00;0.00;
11687;0;0.00;0.00;
70573;0;0.00;0.00;
13192;0;0.00;0.00;
82094;0;0.00;0.00;
21290;0;0.00;0.00;
44995;0;0.00;0.00;
33628;0;0.00;0.00;
52235;0;0.00;0.00;
51793;0;0.00;0.00;
12722;0;0.00;0.00;
80888;0;0.00;0.00;
20588;0;0.00;0.00;
56716;0;0.00;0.00;
82946;0;0.00;0.00;
91254;0;0.00;0.00;
74647;0;0.00;0.00;
95409;0;0.00;0.00;
24829;0;0.00;0.00;
26054;0;0.00;0.00;
48525;0;0.00;0.00;
39268;0;0.00;0.00;
47388;0;0.00;0.00;
61645;0;0.00;0.00;
21784;0;0.00;0.00;
43465;0;0.00;0.00;
87740;0;0.00;0.00;
53976;0;0.00;0.00;
42363;0;0.00;0.00;
12753;0;0.00;0.00;
27754;0;0.00;0.00;
93393;0;0.00;0.00;
14263;0;0.00;0.00;
63860;0;0.00;0.00;
56587;0;0.00;0.00;
92231;0;0.00;0.00;
96289;0;0.00;0.00;
10947;0;0.00;0.00;
54210;0;0.00;0.00;
47464;0;0.00;0.00;
21906;0;0.00;0.00;
38244;0;0.00;0.00;
97663;0;0.00;0.00;
93200;0;0.00;0.00;
68575;0;0.00;0.00;
40942;0;0.00;0.00;
94829;0;0.00;0.00;
86653;0;0.00;0.00;
85694;0;0.00;0.00;
64295;0;0.00;0.00;
46422;0;0.00;0.00;
97866;0;0.00;0.00;
10672;0;0.00;0.00;
51193;0;0.00;0.00;
89206;0;0.00;0.00;
76643;0;0.00;0.00;
28336;0;0.00;0.00;
49866;0;0.00;0.00;
63447;0;0.00;0.00;
82455;0;0.00;0.00;
72789;0;0.00;0.00;
13044;0;0.00;0.00;
30996;0;0.00;0.00;
67546;0;0.00;0.00;
38509;0;0.00;0.00;
93460;0;0.00;0.00;
55415;0;0.00;0.00;
88230;0;0.00;0.00;
19365;0;0.00;0.00;
44069;0;0.00;0.00;
41171;0;0.00;0.00;
82797;0;0.00;0.00;
17247;0;0.00;0.00;
24023;0;0.00;0.00;
67891;0;0.00;0.00;
28693;0;0.00;0.00;
74912;1;1.23;15.92;Monsters Punch,1,1.00,0.23,1.23
68666;1;24600000.00;2733336.00;Monsters Red,10,20000000.00,4600000.00,24600000.00
47204;1;157.44;155.60;Monsters Punch,2,128.00,29.44,157.44
40701;1;15990000.00;1776667.00;Monsters Red,10,13000000.00,2990000.00,15990000.00
=======
38
20127;0;0.00;0.00;
77538;0;0.00;0.00;
48248;0;0.00;0.00;
75055;0;0.00;0.00;
68084;0;0.00;0.00;
54115;0;0.00;0.00;
55004;0;0.00;0.00;
17411;0;0.00;0.00;
58528;0;0.00;0.00;
21156;0;0.00;0.00;
17990;0;0.00;0.00;
18895;0;0.00;0.00;
75658;0;0.00;0.00;
73301;0;0.00;0.00;
46252;0;0.00;0.00;
24463;0;0.00;0.00;
46898;0;0.00;0.00;
41249;0;0.00;0.00;
13763;0;0.00;0.00;
17850;0;0.00;0.00;
53390;0;0.00;0.00;
94561;0;0.00;0.00;
11602;0;0.00;0.00;
37766;0;0.00;0.00;
18720;0;0.00;0.00;
93908;0;0.00;0.00;
42534;0;0.00;0.00;
66733;0;0.00;0.00;
27154;0;0.00;0.00;
88584;0;0.00;0.00;
32028;0;0.00;0.00;
11679;0;0.00;0.00;
72955;0;0.00;0.00;
78996;0;0.00;0.00;
52010;0;0.00;0.00;
58935;0;0.00;0.00;
27031;0;0.00;0.00;
70893;0;0.00;0.00;
65920;0;0.00;0.00;
37878;0;0.00;0.00;
75921;0;0.00;0.00;
85044;0;0.00;0.00;
29386;0;0.00;0.00;
82786;0;0.00;0.00;
15887;0;0.00;0.00;
84069;0;0.00;0.00;
11712;0;0.00;0.00;
54418;0;0.00;0.00;
21338;0;0.00;0.00;
36624;0;0.00;0.00;
20651;0;0.00;0.00;
71979;0;0.00;0.00;
21936;0;0.00;0.00;
76958;0;0.00;0.00;
92872;0;0.00;0.00;
19789;0;0.00;0.00;
54416;0;0.00;0.00;
91519;0;0.00;0.00;
71599;0;0.00;0.00;
50616;0;0.00;0.00;
52382;0;0.00;0.00;
18013;0;0.00;0.00;
59710;0;0.00;0.00;
62173;0;0.00;0.00;
15143;0;0.00;0.00;
28595;0;0.00;0.00;
58836;0;0.00;0.00;
12417;0;0.00;0.00;
21755;0;0.00;0.00;
56768;0;0.00;0.00;
17466;0;0.00;0.00;
56722;0;0.00;0.00;
48309;0;0.00;0.00;
33366;0;0.00;0.00;
85302;0;0.00;0.00;
10149;0;0.00;0.00;
69498;0;0.00;0.00;
94979;0;0.00;0.00;
59172;0;0.00;0.00;
26613;0;0.00;0.00;
41183;0;0.00;0.00;
83849;0;0.00;0.00;
22943;0;0.00;0.00;
22720;0;0.00;0.00;
41038;0;0.00;0.00;
82278;0;0.00;0.00;
58202;0;0.00;0.00;
90914;0;0.00;0.00;
25015;0;0.00;0.00;
28891;0;0.00;0.00;
96850;0;0.00;0.00;
20289;0;0.00;0.00;
48706;0;0.00;0.00;
60730;0;0.00;0.00;
16724;0;0.00;0.00;
86390;1;1.23;14.00;Monsters Punch,1,1.00,0.23,1.23
28239;1;2460000.00;273336.00;Monsters Red,10,2000000.00,460000.00,2460000.00
15811;1;78.72;75.00;Monsters Punch,2,64.00,14.72,78.72
42046;1;1599000.00;177667.00;Monsters Red,10,1300000.00,299000.00,1599000.00
37509;1;1.60;0.40; Monsters Punch,1,1.30,0.30,1.60
>>>>>>> cb0a2d4c66515667b8f468156483aacf7c611b68
