29
58826;0;0.00;0.00;
49447;0;0.00;0.00;
62013;0;0.00;0.00;
34221;0;0.00;0.00;
29468;0;0.00;0.00;
71926;0;0.00;0.00;
86036;0;0.00;0.00;
44354;0;0.00;0.00;
15420;0;0.00;0.00;
71351;0;0.00;0.00;
64095;0;0.00;0.00;
96050;0;0.00;0.00;
66920;0;0.00;0.00;
83072;0;0.00;0.00;
24622;0;0.00;0.00;
38391;0;0.00;0.00;
74494;0;0.00;0.00;
76239;0;0.00;0.00;
57428;0;0.00;0.00;
61133;0;0.00;0.00;
61201;0;0.00;0.00;
10266;0;0.00;0.00;
74832;0;0.00;0.00;
15840;0;0.00;0.00;
59065;0;0.00;0.00;
28478;0;0.00;0.00;
77499;0;0.00;0.00;
52550;0;0.00;0.00;
28409;0;0.00;0.00;
58540;0;0.00;0.00;
78809;0;0.00;0.00;
61233;0;0.00;0.00;
62908;0;0.00;0.00;
29025;0;0.00;0.00;
22696;0;0.00;0.00;
13000;0;0.00;0.00;
42847;0;0.00;0.00;
44114;0;0.00;0.00;
72052;0;0.00;0.00;
24085;0;0.00;0.00;
72364;0;0.00;0.00;
87378;0;0.00;0.00;
57981;0;0.00;0.00;
26167;0;0.00;0.00;
75413;0;0.00;0.00;
42275;0;0.00;0.00;
84339;0;0.00;0.00;
24053;0;0.00;0.00;
70641;0;0.00;0.00;
84034;0;0.00;0.00;
18308;0;0.00;0.00;
46677;0;0.00;0.00;
13077;0;0.00;0.00;
96663;0;0.00;0.00;
63919;0;0.00;0.00;
37147;0;0.00;0.00;
42695;0;0.00;0.00;
96825;0;0.00;0.00;
73012;0;0.00;0.00;
46990;0;0.00;0.00;
28613;0;0.00;0.00;
29933;0;0.00;0.00;
98356;0;0.00;0.00;
30061;0;0.00;0.00;
18429;0;0.00;0.00;
79936;0;0.00;0.00;
35755;0;0.00;0.00;
33254;0;0.00;0.00;
57622;0;0.00;0.00;
81100;0;0.00;0.00;
15097;0;0.00;0.00;
81660;0;0.00;0.00;
49023;0;0.00;0.00;
52344;0;0.00;0.00;
78854;0;0.00;0.00;
38148;0;0.00;0.00;
80307;0;0.00;0.00;
73262;0;0.00;0.00;
53372;0;0.00;0.00;
40788;0;0.00;0.00;
48240;0;0.00;0.00;
27555;0;0.00;0.00;
94489;0;0.00;0.00;
93728;0;0.00;0.00;
77157;0;0.00;0.00;
49722;0;0.00;0.00;
11506;0;0.00;0.00;
21280;0;0.00;0.00;
31398;0;0.00;0.00;
53184;0;0.00;0.00;
98370;0;0.00;0.00;
91034;0;0.00;0.00;
79795;0;0.00;0.00;
43855;0;0.00;0.00;
27796;0;0.00;0.00;
45036;0;0.00;0.00;
48662;0;0.00;0.00;
59305;0;0.00;0.00;
98004;0;0.00;0.00;
36901;0;0.00;0.00;
